인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
본인증,묘지 관련 시설,주거용 이외,57.22,강원,동해·삼척 공동화장장(승화원),동해시청,4, 2022-07-07
예비인증,제2종 근린생활시설,주거용 이외,118.00,경기,(주)에너지엑스 사옥,켑코이에스(주),1, 2022-07-07
예비인증,업무시설,주거용 이외,28.62,경기,상생드림플라자 신축공사,군포시청,5, 2022-07-07
본인증,노유자시설,주거용 이외,50.53,경기,푸른동삭유치원,경기도평택교육지원청,4, 2022-07-07
예비인증,운동시설,주거용 이외,65.24,전남,웅천 국민체육센터 건립사업,여수시,3, 2022-07-06
예비인증,업무시설,주거용 이외,22.33,제주,제주출입국 외국인청  별관,법무부,5, 2022-07-06
예비인증,업무시설,주거용 이외,25.58,인천,검단신도시 생활SOC복합청사 ,서구청,5, 2022-07-06
본인증,교육연구시설,주거용 이외,37.71,전북,유천도서관,익산시청,5, 2022-07-05
본인증,교육연구시설,주거용 이외,26.73,경기,다율초등학교 및 다율유치원,경기도파주교육지원청,5, 2022-07-05
예비인증,문화 및 집회시설,주거용 이외,34.60,경기,시흥시 문예회관 및 아동회관 건립공사,시흥시청,5, 2022-07-05
예비인증,업무시설,주거용 이외,43.35,강원,강릉국유림관리소,강릉국유림관리소,4, 2022-07-05
예비인증,공동주택,주거용,20.15,경기,화성동탄(2)지구 A52BL 공동주택,현대건설주식회사,5, 2022-07-05
예비인증,공동주택,주거용,20.46,경기,화성동탄(2)지구 A55BL 공동주택,현대건설주식회사,5, 2022-07-05
예비인증,교정 및 군사 시설,주거용 이외,50.71,경기,2사단 간부숙소 (김포),국방시설본부,4, 2022-07-04
본인증,교육연구시설,주거용 이외,67.42,경북,인덕초등학교 ,포항리버카운티지역주택조합,3, 2022-07-04
예비인증,제1종 근린생활시설,주거용 이외,48.69,충남,읍내6통 다함께어울림센터,당진시청,4, 2022-07-04
예비인증,교육연구시설,주거용 이외,23.51,경기,천일초등학교,경기도수원교육지원청,5, 2022-07-01
예비인증,교육연구시설,주거용 이외,53.77,경북,내수면관상어비즈센터,경북도청,4, 2022-07-01
본인증,업무시설,주거용 이외,62.58,전북,군산시 미성동 주민센터,군산시,3, 2022-06-30
예비인증,공장,주거용 이외,40.31,대구,제3산단 제2임대형지식산업센터,대구광역시 건설본부,4, 2022-06-30
본인증,노유자시설,주거용 이외,37.20,대구,고산노인복지관별관신축공사,대구광역시 수성구청,5, 2022-06-30
