인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
예비인증,문화 및 집회시설,주거용 이외,54.16,대구,대구간송미술관 건립공사,대구광역시 건설본부,4, 2021-05-13
예비인증,교육연구시설,주거용 이외,48.95,충북,한국가스안전공사 수소 가스안전 체험교육관,한국가스안전공사,4, 2021-05-13
예비인증,제1종 근린생활시설,주거용 이외,23.87,대구,인동촌 건강나눔센터,서구청,5, 2021-05-13
예비인증,운동시설,주거용 이외,31.66,충남,보령수영장,보령시청,5, 2021-05-13
예비인증,업무시설,주거용 이외,41.89,서울,이맥스시스템 사옥,(주)이맥스시스템,4, 2021-05-13
예비인증,업무시설,주거용 이외,106.90,경남,창원감계집배센터,부산지방우정청,1, 2021-05-13
예비인증,수련시설,주거용 이외,49.52,경기,진접청소년문화의집,남양주시청,4, 2021-05-12
예비인증,노유자시설,주거용 이외,45.83,충북,영동군 가족센터 건립공사,영동군청,4, 2021-05-12
예비인증,업무시설,주거용 이외,26.96,강원,태장2동 행정복지센터(원주시청),원주시청,5, 2021-05-12
예비인증,교육연구시설,주거용 이외,22.90,대구,경북대학교 간호대학,경북대학교,5, 2021-05-12
예비인증,수련시설,주거용 이외,32.93,경기,문산청소년수련관 건립,파주시청,5, 2021-05-12
예비인증,교육연구시설,주거용 이외,21.89,충남,충남소방복합시설 건립공사,충청남도종합건설사업소,5, 2021-05-12
예비인증,교육연구시설,주거용 이외,40.97,경기,시화MTV초·중통합학교 건립사업,한국수자원공사,4, 2021-05-12
예비인증,노유자시설,주거용 이외,30.30,서울,제2노인복지관,노원구청,5, 2021-05-12
예비인증,문화 및 집회시설,주거용 이외,66.08,전남,여수안전체험교육장 건립사업,한국산업안전보건공단,3, 2021-05-11
예비인증,수련시설,주거용 이외,43.87,제주,노형청소년문화의집,제주특별자치도 제주시,4, 2021-05-11
예비인증,교육연구시설,주거용 이외,28.35,경기,(가칭)고덕3중학교 신축공사,경기도평택교육지원청,5, 2021-05-11
예비인증,운동시설,주거용 이외,42.90,경남,양산시 반다비 체육센터 건립사업,양산시청,4, 2021-05-11
예비인증,노유자시설,주거용 이외,27.59,광주,남구 가족사랑 나눔센터 및 지역자활센터 건립공사,남구청,5, 2021-05-11
예비인증,업무시설,주거용 이외,32.31,경기,일산동구보건소 청사,고양시 도로관리사업소,5, 2021-05-11
예비인증,업무시설,주거용 이외,20.18,서울,한전KDN 서울지역본부 신축사옥,한전KDN(주),5, 2021-05-10
예비인증,교육연구시설,주거용 이외,30.05,충북,충북반도체고 기숙사 증축공사,충청북도음성교육지원청,5, 2021-05-10
예비인증,운동시설,주거용 이외,40.64,경기,동두천 장애인 스포츠센터,동두천시청,4, 2021-05-10
예비인증,교정 및 군사 시설,주거용 이외,36.85,부산,19-해-OO부대 본관,국방시설본부,5, 2021-05-10
예비인증,교육연구시설,주거용 이외,33.38,전북,"성수중학교 (본관동, 강당동)",임실교육지원청,5, 2021-05-10
본인증,교육연구시설,주거용 이외,29.77,경기,고양지축초등학교,한국토지주택공사,5, 2021-05-10
예비인증,업무시설,주거용 이외,40.91,울산,특수화학구조대,울산소방본부,4, 2021-05-10
예비인증,교육연구시설,주거용 이외,46.09,대전,지질자원 연구데이터 센터,한국지질자원연구원,4, 2021-05-10
예비인증,발전시설,주거용 이외,51.71,세종,신세종 복합화력발전소 건설사업 주제어동,한국남부발전,4, 2021-05-10
예비인증,업무시설,주거용 이외,29.11,경기,의정부3동 주민센터,중앙생활권2구역 주택재개발정비사업조합,5, 2021-05-10
예비인증,묘지 관련 시설,주거용 이외,61.74,전북,남원시 승화원,남원시청,3, 2021-05-10
예비인증,교육연구시설,주거용 이외,28.00,경남,사천시립도서관 건립공사,사천시청,5, 2021-05-10
예비인증,교육연구시설,주거용 이외,29.72,충남,상상이상 복합문화센터,충청남도 논산시,5, 2021-05-07
예비인증,교육연구시설,주거용 이외,29.18,세종,세종 공립형 대안교육 위탁교육기관(Wee스쿨),세종특별자치시교육청,5, 2021-05-07
예비인증,묘지 관련 시설,주거용 이외,40.08,전북,군산시 추모4관,군산시,4, 2021-05-07
예비인증,업무시설,주거용 이외,54.19,경기,화성동탄2신도시우체국,우정사업본부,4, 2021-05-07
예비인증,운동시설,주거용 이외,71.53,경남,고성 반다비 체육문화센터,경남 고성군청,3, 2021-05-06
예비인증,교육연구시설,주거용 이외,77.29,경북,인덕초등학교,포항리버카운티지역주택조합,3, 2021-05-06
예비인증,교육연구시설,주거용 이외,29.94,충남,공주대학교 사범대학 부설 특수학교,공주대학교,5, 2021-05-06
예비인증,교육연구시설,주거용 이외,37.43,전남,광양시 금호공공도서관 건립사업,광양시청,5, 2021-05-06
예비인증,제1종 근린생활시설,주거용 이외,46.52,전북,주천면 농촌중심지활성화 사업,한국농어촌공사 무진장지사,4, 2021-05-06
예비인증,문화 및 집회시설,주거용 이외,66.19,경북,의성문화원,의성군,3, 2021-05-06
예비인증,제1종 근린생활시설,주거용 이외,22.44,전북,정읍 제3일반산업단지 복합문화센터,정읍시청,5, 2021-05-04
예비인증,교육연구시설,주거용 이외,22.33,서울,윤중초 체육관 급식실 증축공사,서울남부교육지원청,5, 2021-05-04
본인증,업무시설,주거용 이외,20.10,광주,한국전력공사 서광주지사 사옥,한국전력공사,5, 2021-05-04
예비인증,업무시설,주거용 이외,23.16,경남,한려해상국립공원사무소 청사 ,국립공원공단한려해상국립공원사무소,5, 2021-05-04
예비인증,노유자시설,주거용 이외,21.96,강원,춘천시립복지원 및 시립치매전담요양원 ,춘천시청,5, 2021-05-04
예비인증,교정 및 군사 시설,주거용 이외,24.74,세종,육군 방공학교 교육시설 민간투자시설사업,세종수호주식회사,5, 2021-05-04
예비인증,제1종 근린생활시설,주거용 이외,37.01,강원,"꽃지센터(A,B동)",철원군수,5, 2021-05-04
예비인증,운동시설,주거용 이외,25.04,서울,쌍문동 다목적 체육센터,도봉구청,5, 2021-05-04
예비인증,교정 및 군사 시설,주거용 이외,29.15,강원,00부대 동원훈련장 생활관 ,국방시설본부,5, 2021-05-04
예비인증,교정 및 군사 시설,주거용 이외,94.60,강원,강릉교도소 수용동 증축공사,법무부,2, 2021-05-04
예비인증,노유자시설,주거용 이외,23.09,인천,대한적십자사 인천광역시지사 북부봉사관,대한적십자사 인천지사,5, 2021-05-04
예비인증,문화 및 집회시설,주거용 이외,29.06,충남,홍성문화복합 커뮤니티센터,홍성군청,5, 2021-05-03
예비인증,노유자시설,주거용 이외,21.18,울산,북구 실버케어센터,울산광역시북구청,5, 2021-05-03
예비인증,교육연구시설,주거용 이외,28.79,세종,(가칭)세종제2특수학교,세종특별자치시교육청,5, 2021-05-03
예비인증,운동시설,주거용 이외,32.23,전북,정읍체육트레이닝센터,정읍시장,5, 2021-05-03
예비인증,운동시설,주거용 이외,57.65,충남,예산1100년 기념관,예산군청,4, 2021-04-30
예비인증,교육연구시설,주거용 이외,27.86,경기,송호중 급식실 및 체육관,경기도안산교육지원청,5, 2021-04-30
본인증,교육연구시설,주거용 이외,50.83,전북,청명초등학교,전라북도완주교육지원청,4, 2021-04-30
예비인증,노유자시설,주거용 이외,25.26,서울,홍은 노인복지시설(병설 데이케어센터) 신축공사,홍은제13구역주택재개발정비사업조합,5, 2021-04-30
예비인증,교정 및 군사 시설,주거용 이외,36.75,경기,작전지원실(화악),국방시설본부,5, 2021-04-30
예비인증,교정 및 군사 시설,주거용 이외,20.81,경기,8사단 포병대대 병영생활관 및 취사식당 증축공사,국방시설본부,5, 2021-04-29
예비인증,교육연구시설,주거용 이외,25.22,전남,한국에너지공과대학교 캠퍼스 개교핵심시설 (1-1단계),학교법인 한국전력공과대학교,5, 2021-04-29
예비인증,교육연구시설,주거용 이외,44.46,인천,(가칭)인천해사고등학교 통합교사동 증축공사,인천해사고등학교,4, 2021-04-29
예비인증,업무시설,주거용 이외,52.15,경북,상주소방서 신축사업,경상북도개발공사,4, 2021-04-29
예비인증,운동시설,주거용 이외,79.00,전북,지리산권 생활SOC 복합화공간 조성사업,남원시청,3, 2021-04-29
예비인증,업무시설,주거용 이외,95.83,경기,호법면 청사 재건축,이천시청,2, 2021-04-29
예비인증,제1종 근린생활시설,주거용 이외,20.45,대구,두산동 행정복지센터,수성구청,5, 2021-04-28
예비인증,업무시설,주거용 이외,50.00,대구,대구경찰관 기동대 청사,대구경찰청,4, 2021-04-28
예비인증,노유자시설,주거용 이외,20.96,충북,장애인복지관 및 옥천반다비체육센터,옥천군청,5, 2021-04-28
예비인증,제2종 근린생활시설,주거용 이외,33.17,서울,으뜸공원 휴게소,관악구청,5, 2021-04-28
예비인증,교육연구시설,주거용 이외,26.08,전남,의대 화순캠퍼스 교육복합동 신축,전남대학교,5, 2021-04-28
예비인증,문화 및 집회시설,주거용 이외,60.13,경남,진주유등전시관,진주시청,3, 2021-04-27
예비인증,교육연구시설,주거용 이외,34.62,부산,온천장 도시재생 뉴딜사업 혁신어울림센터,부산광역시 동래구청,5, 2021-04-27
예비인증,문화 및 집회시설,주거용 이외,35.51,세종,세종 스마트 퍼스트타운,한국토지주택공사 세종특별본부,5, 2021-04-27
예비인증,교육연구시설,주거용 이외,26.02,인천,(가칭)검단3초등학교,인천광역시교육청,5, 2021-04-27
예비인증,문화 및 집회시설,주거용 이외,40.69,경남,김해종합운동장 건립공사,김해시청,4, 2021-04-26
예비인증,교육연구시설,주거용 이외,49.27,경남,창원도서관 본관,경상남도교육청,4, 2021-04-26
예비인증,교육연구시설,주거용 이외,20.83,강원,KR인재개발원,국가철도공단,5, 2021-04-26
예비인증,업무시설,주거용 이외,33.38,경기,I-CAN플랫폼(청년자립활동공간),군포시,5, 2021-04-26
예비인증,교정 및 군사 시설,주거용 이외,32.15,경남,육군 항공기정비단 본청,경상시설단,5, 2021-04-26
예비인증,교육연구시설,주거용 이외,21.29,충남,(가칭)탕정5초등학교,아산교육지원청,5, 2021-04-26
본인증,교육연구시설,주거용 이외,61.27,충북,가로수도서관,청주시도서관평생학습본부,3, 2021-04-26
예비인증,운동시설,주거용 이외,25.04,충북,오송 국민체육센터,청주시청,5, 2021-04-26
예비인증,문화 및 집회시설,주거용 이외,37.40,전남,여수시 생활문화센터 건립,여수시청,5, 2021-04-23
예비인증,업무시설,주거용 이외,20.46,부산,나라키움 부산 온타워,한국자산관리공사,5, 2021-04-23
예비인증,운동시설,주거용 이외,23.26,전남,솔라시도 C.C클럽하우스,피앤지에이개발주식회사,5, 2021-04-23
예비인증,교정 및 군사 시설,주거용 이외,62.09,인천,00포병 생활관 본청,국방시설본부,3, 2021-04-22
예비인증,교정 및 군사 시설,주거용 이외,89.78,강원,23사단 삼척권역 간부숙소,국방시설본부,2, 2021-04-22
예비인증,제1종 근린생활시설,주거용 이외,33.35,경북,진량읍 농촌중심지활성화사업(희망나눔센터),경산시청,5, 2021-04-22
예비인증,교정 및 군사 시설,주거용 이외,23.45,세종,조치원 연기비행장 통합 이전사업,세종특별자치시,5, 2021-04-21
예비인증,노유자시설,주거용 이외,23.37,대구,대구혁신도시 공동직장어린이집,한국산업단지공단,5, 2021-04-21
예비인증,업무시설,주거용 이외,43.80,경기,인창동 행정복지센터,구리시청,4, 2021-04-21
예비인증,교육연구시설,주거용 이외,25.86,경기,(가칭)덕은중학교,고양교육지원청,5, 2021-04-21
예비인증,업무시설,주거용 이외,92.92,충남,당진3동 행정복지센터,당진시청,2, 2021-04-21
예비인증,교육연구시설,주거용 이외,50.78,제주,제주대학교 약학대학 증축공사,제주대학교,4, 2021-04-21
예비인증,교육연구시설,주거용 이외,27.42,울산,자율운항선박 성능실증센터 건립공사,울산광역시 종합건설본부,5, 2021-04-21
예비인증,교정 및 군사 시설,주거용 이외,44.02,인천,작전지원실,국방시설본부,4, 2021-04-21
예비인증,운동시설,주거용 이외,80.58,경북,북삼 국민체육센터,칠곡군청,2, 2021-04-21
예비인증,운동시설,주거용 이외,68.66,경북,석적 국민체육센터,칠곡군청,3, 2021-04-21
예비인증,공장,주거용 이외,35.15,전남,남해안권 발효식품산업지원센터,순천시청,5, 2021-04-21
예비인증,교육연구시설,주거용 이외,26.69,경기,(가칭)태전중 신축공사,경기도광주하남교육지원청,5, 2021-04-20
예비인증,공장,주거용 이외,31.04,전남,e-모빌리티 특화 지식산업센터 건립사업 ,영광군청,5, 2021-04-20
예비인증,업무시설,주거용 이외,50.25,전남,선박교통관제(VTS) 교육훈련센터,해양경찰청,4, 2021-04-20
예비인증,의료시설,주거용 이외,54.29,전북,감염병 대응센터 신축공사,전북대학교병원,4, 2021-04-20
예비인증,운동시설,주거용 이외,23.80,경남,양산시 개방형 다목적체육관 건립공사,양산시청,5, 2021-04-20
예비인증,교육연구시설,주거용 이외,24.45,충북,본성고등학교,충청북도교육청,5, 2021-04-20
예비인증,교육연구시설,주거용 이외,24.24,강원,원덕도서관,삼척시청,5, 2021-04-20
예비인증,제2종 근린생활시설,주거용 이외,41.94,전북,전통문화중심 도시재생거점시설 리모델링,전주시청,4, 2021-04-19
예비인증,교정 및 군사 시설,주거용 이외,30.28,전북,307대대작전지원실,국방시설본부,5, 2021-04-19
예비인증,운동시설,주거용 이외,21.20,대전,성남동 다목적체육관 건립공사,대전광역시 동구,5, 2021-04-19
예비인증,업무시설,주거용 이외,20.19,서울,나라키움 종로 복합청사(비주거),한국자산관리공사,5, 2021-04-16
예비인증,방송통신시설,주거용 이외,30.68,경기,IBK 하남데이터센터,중소기업은행,5, 2021-04-16
예비인증,운동시설,주거용 이외,22.77,경기,갈매 공공체육시설,구리시청,5, 2021-04-16
예비인증,교육연구시설,주거용 이외,44.99,대전,신탄진권역 복합문화커뮤니티센터,대전광역시 대덕구청,4, 2021-04-16
예비인증,수련시설,주거용 이외,35.62,경기,삼괴 청소년 문화의 집,화성시청,5, 2021-04-15
예비인증,업무시설,주거용 이외,24.19,경기,수원시 공공업무시설 1단계 건립사업(시의회),수원시청,5, 2021-04-15
예비인증,교정 및 군사 시설,주거용 이외,21.78,강원,921부대 독신자숙소 신축공사,국방시설본부,5, 2021-04-15
예비인증,업무시설,주거용 이외,53.95,광주,월산4동 행정복지센터,남구청,4, 2021-04-15
예비인증,노유자시설,주거용 이외,34.52,전남,광양시 가족센터,광양시청,5, 2021-04-15
예비인증,교육연구시설,주거용 이외,60.02,서울,경인중학교 교사동 증축공사,서울남부교육지원청,3, 2021-04-15
예비인증,창고시설,주거용 이외,22.12,서울,증미지식산업센터,사일런트인버트,5, 2021-04-15
예비인증,업무시설,주거용 이외,35.96,경기,신곡1동 행정복지센터,의정부시,5, 2021-04-15
예비인증,운동시설,주거용 이외,21.66,충북,영동군 체육공원 조성사업(체육관),영동군시설사업소,5, 2021-04-14
예비인증,발전시설,주거용 이외,22.74,세종,신세종복합발전소 종합사무실,한국남부발전,5, 2021-04-14
예비인증,노유자시설,주거용 이외,34.71,충북,충주시 치매전담 노인요양시설 및 주야간보호시설 건립공사,충주시청,5, 2021-04-14
예비인증,교육연구시설,주거용 이외,37.17,대전,생활방사선 안전센터,한국원자력안전기술원,5, 2021-04-14
예비인증,운동시설,주거용 이외,37.09,강원,인제 전지훈련 복합단지 조성사업,인제군청,5, 2021-04-14
예비인증,노유자시설,주거용 이외,45.90,대구,고산노인복지관별관신축공사,케이티에스테이트,4, 2021-04-13
예비인증,노유자시설,주거용 이외,51.34,전남,해남군 땅끝 가족어울림센터,해남군청,4, 2021-04-13
예비인증,교육연구시설,주거용 이외,34.71,경남,남부어린이도서관,진주시청,5, 2021-04-13
예비인증,수련시설,주거용 이외,27.08,경남,고성군 유스호스텔,고성그린파워 주식회사,5, 2021-04-13
예비인증,교육연구시설,주거용 이외,27.91,경기,(가칭)지제1초등학교 신축공사,경기도평택교육지원청,5, 2021-04-13
예비인증,운동시설,주거용 이외,60.70,경남,창녕 반다비 체육센터 건립공사,창녕군청,3, 2021-04-13
예비인증,제1종 근린생활시설,주거용 이외,30.87,대구,범어4동 행정복지센터 건립 신축공사,수성구청,5, 2021-04-13
예비인증,교정 및 군사 시설,주거용 이외,20.85,강원,00부대 체육관,국방시설본부,5, 2021-04-13
예비인증,업무시설,주거용 이외,36.72,울산,울산노동화합센터,울산광역시 종합건설본부,5, 2021-04-13
예비인증,업무시설,주거용 이외,32.11,광주,봉선2동 행정복지센터,남구청,5, 2021-04-13
예비인증,운동시설,주거용 이외,76.10,경남,의령 동부지역 체육센터,의령군,3, 2021-04-13
예비인증,교정 및 군사 시설,주거용 이외,21.49,충남,소형무장헬기(LAH) 훈련센터,국방시설본부,5, 2021-04-13
예비인증,업무시설,주거용 이외,31.09,충남,천안시 부성2동 복합주민센터,유호산업개발(주),5, 2021-04-12
예비인증,공동주택,주거용,43.43,서울,대조동 사회주택,켑코에너지솔루션(주),4, 2021-04-12
예비인증,교육연구시설,주거용 이외,40.10,경북,외동중학교 급식소 및 다목적강당 증축공사,경주교육지원청,4, 2021-04-12
예비인증,교육연구시설,주거용 이외,36.60,충남,보령시립도서관,보령시청,5, 2021-04-12
예비인증,공장,주거용 이외,24.71,경기,한양대 ERICA 캠퍼스 혁신파크 HUB동,한국토지주택공사,5, 2021-04-12
예비인증,교육연구시설,주거용 이외,24.99,서울,수서초등학교 체육관 및 급식실,서울특별시강남서초교육지원청,5, 2021-04-12
예비인증,운동시설,주거용 이외,30.72,강원,태백 장성 생활SOC복합시설,태백시청,5, 2021-04-12
예비인증,운동시설,주거용 이외,27.46,대전,인동 국민체육센터,대전광역시 동구,5, 2021-04-12
예비인증,의료시설,주거용 이외,20.49,전남,전남권역 재활병원 건립공사 ,여수시청,5, 2021-04-12
예비인증,업무시설,주거용 이외,79.50,전북,금구면 행정복지센터,김제시청,3, 2021-04-08
예비인증,업무시설,주거용 이외,40.96,경기,고양 내일꿈제작소,고양시 도로관리사업소,4, 2021-04-07
예비인증,업무시설,주거용 이외,48.82,부산,금사도시재생어울림센터 ,부산도시공사,4, 2021-04-07
본인증,교육연구시설,주거용 이외,21.58,충북,충북혁신도시 어린이도서관,시설관리사업소,5, 2021-04-07
본인증,교육연구시설,주거용 이외,52.40,경북,하주초등학교 교사동,경산교육지원청,4, 2021-04-07
예비인증,교정 및 군사 시설,주거용 이외,21.68,강원,23사단 57연대 간부숙소,국방시설본부,5, 2021-04-06
예비인증,운동시설,주거용 이외,22.60,전북,전주 혁신도시 다목적 체육센터,전주시청,5, 2021-04-06
예비인증,교육연구시설,주거용 이외,31.33,충남,미래학습관,한국기술교육대학교,5, 2021-04-06
예비인증,교육연구시설,주거용 이외,25.37,경기,발곡초 다목적체육관 및 급식소,경기도의정부교육지원청,5, 2021-04-05
예비인증,교육연구시설,주거용 이외,38.08,경남,경남시청자미디어센터,창원시,5, 2021-04-05
예비인증,교육연구시설,주거용 이외,28.21,인천,인천부평동초 교실 및 급식소 증축공사,인천광역시북부교육지원청,5, 2021-04-05
예비인증,노유자시설,주거용 이외,22.63,전남,고흥노인건강복지타운,고흥군청,5, 2021-04-01
예비인증,자동차 관련 시설,주거용 이외,38.96,대구,달성군 화물자동차 공영차고지,달성군청,5, 2021-03-31
예비인증,노유자시설,주거용 이외,49.32,강원,인제군장애인보호작업장,인제군청,4, 2021-03-31
예비인증,동물 및 식물 관련 시설,주거용 이외,213.60,경기,화옹 호스파크,한국마사회,1, 2021-03-31
예비인증,발전시설,주거용 이외,35.01,경북,한울본부 정문(출입통제소),한울원자력본부,5, 2021-03-30
예비인증,업무시설,주거용 이외,20.47,서울,논현동 CS WIND 사옥 리모델링,씨에스윈드(주),5, 2021-03-30
예비인증,교육연구시설,주거용 이외,41.12,경기,한국복지대학교 산학협력관 증축공사,한국복지대학교,4, 2021-03-30
예비인증,교육연구시설,주거용 이외,60.63,서울,원촌중학교 교사증축공사,서울특별시강남서초교육지원청,3, 2021-03-30
예비인증,교육연구시설,주거용 이외,25.30,경남,북면1고등학교,경상남도교육청,5, 2021-03-30
예비인증,제1종 근린생활시설,주거용 이외,25.08,울산,송정복합문화센터,울산광역시북구청,5, 2021-03-30
예비인증,교정 및 군사 시설,주거용 이외,20.74,전북,7특전여단 간부숙소(동고도리),국방시설본부,5, 2021-03-29
예비인증,교육연구시설,주거용 이외,69.92,대전,금속연료개발시설,한국원자력연구원,3, 2021-03-29
본인증,교육연구시설,주거용 이외,30.13,전남,목상고 급식실 ,전라남도교육청,5, 2021-03-29
예비인증,교육연구시설,주거용 이외,47.02,강원,홍제유치원,강릉시교육청,4, 2021-03-29
예비인증,운동시설,주거용 이외,25.96,전남,순천 트레이닝센터 건립공사,순천시청,5, 2021-03-29
예비인증,운동시설,주거용 이외,46.01,경기,광주 실내수영장 및 물놀이시설,gwangju,4, 2021-03-29
예비인증,교육연구시설,주거용 이외,26.29,경기,호매실2유치원,경기도수원교육지원청,5, 2021-03-25
예비인증,교육연구시설,주거용 이외,42.45,강원,동해수리과학정보체험센터,강원도교육청,4, 2021-03-25
예비인증,업무시설,주거용 이외,34.35,대구,황금2동 행정복지센터 건립,수성구청,5, 2021-03-25
예비인증,교육연구시설,주거용 이외,27.08,전북,(가칭)남원 수학체험센터,전라북도교육청,5, 2021-03-25
본인증,교육연구시설,주거용 이외,24.80,인천,남동논현도서관,남동구청,5, 2021-03-25
예비인증,노유자시설,주거용 이외,42.23,전남,화순 의료연계형 치유센터,서부지방산림청,4, 2021-03-24
예비인증,제1종 근린생활시설,주거용 이외,36.88,대구,송현동 든들C(Culture)센터 건립공사,달서구청,5, 2021-03-24
예비인증,교정 및 군사 시설,주거용 이외,27.27,경남,기초군사훈련단 부사관후보생 교육관 신축공사,국방시설본부,5, 2021-03-24
예비인증,교육연구시설,주거용 이외,23.91,경기,안양동초등학교,안양과천교육지원청,5, 2021-03-24
예비인증,제1종 근린생활시설,주거용 이외,33.57,경기,오전커뮤니티센터,의왕시청,5, 2021-03-24
예비인증,문화 및 집회시설,주거용 이외,43.88,인천,강화 기독교 근대 역사 기념관,강화군청,4, 2021-03-24
예비인증,교육연구시설,주거용 이외,28.71,강원,홍천 갈마곡 청소년 도서관,홍천군청 교육과,5, 2021-03-24
본인증,제1종 근린생활시설,주거용 이외,35.46,경북,국립공원공단 태백산국립공원 백천분소,국립공원공단 태백산국립공원사무소,5, 2021-03-24
예비인증,업무시설,주거용 이외,23.12,서울,영등포동 공공복합시설,영등포구청,5, 2021-03-23
예비인증,교육연구시설,주거용 이외,29.87,충북,충북고 다목적교실 및 급식소,충청북도청주교육지원청,5, 2021-03-23
예비인증,운동시설,주거용 이외,24.17,경남,삼천포 실내체육관 건립공사,한국남동발전 삼천포발전본부,5, 2021-03-23
본인증,교육연구시설,주거용 이외,24.50,경기,시흥시 배곧도서관,시흥시청,5, 2021-03-23
예비인증,운수시설,주거용 이외,94.48,강원,영동선 묵호역 신축공사,한국철도공사,2, 2021-03-23
예비인증,운동시설,주거용 이외,29.49,충북,탄금호 국제조정경기장 실내훈련장 건립공사,충주시청,5, 2021-03-22
예비인증,운동시설,주거용 이외,32.86,경남,진주시 장애인 문화체육센터,진주시청,5, 2021-03-19
예비인증,노유자시설,주거용 이외,36.27,강원,삼척본부 어린이집,한국남부발전주식회사,5, 2021-03-19
예비인증,교정 및 군사 시설,주거용 이외,90.68,강원,8군단 고성권역 간부숙소,국방시설본부,2, 2021-03-19
예비인증,업무시설,주거용 이외,25.58,인천,인천지방법원 별관 증축,인천지방법원,5, 2021-03-19
예비인증,업무시설,주거용 이외,29.61,인천,주안5동 행정복지센터 신축공사,미추홀구청,5, 2021-03-18
예비인증,교정 및 군사 시설,주거용 이외,35.56,강원,00사업 설계용역(19-B144) 병영생활관,국방시설본부,5, 2021-03-18
예비인증,교정 및 군사 시설,주거용 이외,97.42,서울,수방사 경비단 간부숙소,국방시설본부,2, 2021-03-18
예비인증,교육연구시설,주거용 이외,22.36,광주,광주 수완초등학교 증축공사,광주광역시서부교육지원청,5, 2021-03-18
예비인증,수련시설,주거용 이외,23.36,경기,퇴촌 청소년문화센터,gwangju,5, 2021-03-18
예비인증,운동시설,주거용 이외,20.15,광주,북구 종합체육관,광주광역시북구,5, 2021-03-18
예비인증,교육연구시설,주거용 이외,29.29,인천,인천부흥초 교사동 및 급식소 증축공사,인천광역시북부교육지원청,5, 2021-03-17
예비인증,노유자시설,주거용 이외,39.52,경기,용산구립 치매전담형 노인요양시설,용산구청,5, 2021-03-17
예비인증,교정 및 군사 시설,주거용 이외,27.54,경기,육군 광명파주 병영시설 민간투자 시설사업(B지역),미래혁신병영 주식회사,5, 2021-03-15
예비인증,교정 및 군사 시설,주거용 이외,20.54,경기,육군 광명파주 병영시설 민간투자시설사업(C지역),미래혁신병영 주식회사,5, 2021-03-15
예비인증,문화 및 집회시설,주거용 이외,26.68,서울,남영동 민주인권기념관,정부청사관리본부,5, 2021-03-15
예비인증,교육연구시설,주거용 이외,22.65,대구,대구경북과학기술원 교원사택,대구경북과학기술원,5, 2021-03-15
예비인증,업무시설,주거용 이외,37.65,서울,삼양동 주민센터 신축공사,미아제3구역주택재개발정비사업조합,5, 2021-03-15
예비인증,업무시설,주거용 이외,44.72,경기,수원소방서 이의119안전센터,수원소방서,4, 2021-03-15
예비인증,교육연구시설,주거용 이외,37.59,전북,한국식품연구원 융합연구동 건립공사,한국식품연구원,5, 2021-03-15
본인증,교육연구시설,주거용 이외,29.33,충남,꿈샘어린이청소년도서관,아산시청,5, 2021-03-15
예비인증,교정 및 군사 시설,주거용 이외,64.49,강원,영월대체복무 교육원 및 생활관 신축,법무부,3, 2021-03-15
예비인증,교육연구시설,주거용 이외,20.92,인천,인천 봉수초등학교 다목적강당 및 급식실,디에스종합건설(주),5, 2021-03-15
예비인증,제1종 근린생활시설,주거용 이외,33.83,경북,봉양면 온누리터,의성군,5, 2021-03-15
예비인증,노유자시설,주거용 이외,21.68,인천,계양구 도시재생어울림복지센터,계양구청,5, 2021-03-12
예비인증,업무시설,주거용 이외,35.93,경기,김포제조융합혁신센터,김포시청,5, 2021-03-12
예비인증,수련시설,주거용 이외,31.27,경기,구리시 청소년 문화의 집,구리시청,5, 2021-03-12
예비인증,노유자시설,주거용 이외,31.28,경남,적량면 복지센터,하동군청,5, 2021-03-12
예비인증,교정 및 군사 시설,주거용 이외,22.40,경기,육군 광명파주 병영시설 민간투자 시설사업 (A지역),미래혁신병영 주식회사,5, 2021-03-12
예비인증,업무시설,주거용 이외,25.84,경기,경기도신청사,경기주택도시공사,5, 2021-03-11
예비인증,교육연구시설,주거용 이외,31.25,제주,하도초등학교 급식실 및 다목적강당,제주시교육지원청,5, 2021-03-10
예비인증,문화 및 집회시설,주거용 이외,22.26,서울,로봇과학관,도시기반시설본부,5, 2021-03-10
예비인증,교육연구시설,주거용 이외,41.77,경남,무인기 통합시험 훈련기반 구축사업,경남 고성군청,4, 2021-03-10
예비인증,교육연구시설,주거용 이외,30.41,대전,대전복용초등학교,대전광역시교육청,5, 2021-03-10
예비인증,교육연구시설,주거용 이외,27.39,충북,(가칭)서현2초등학교 신축공사,충청북도교육청,5, 2021-03-09
예비인증,업무시설,주거용 이외,22.25,대전,대전통합사무소 ,한국철도공사,5, 2021-03-09
예비인증,제1종 근린생활시설,주거용 이외,23.45,충남,충남서부권 광역상수도사업(제3공구-정수시설),한국수자원공사,5, 2021-03-08
예비인증,문화 및 집회시설,주거용 이외,31.30,전남,순천시 반려동물문화센터 건립사업 설계용역,순천시청,5, 2021-03-08
예비인증,교육연구시설,주거용 이외,30.31,경기,(가칭)지식1초등학교 신축,안양과천교육지원청,5, 2021-03-04
예비인증,제1종 근린생활시설,주거용 이외,24.11,강원,국립공원공단 설악산국립공원 오색분소,국립공원공단 설악산국립공원사무소,5, 2021-03-04
